context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.075,larger_than_default,1,4.154296875,4254.0,5.19287109375,14.958857866235318,24184.0,185.93046751268423,4.25965690612793,28438.0,27590.48828125,27892.0,passed,success,raw_logs/opt033_page1_floor2_cr0p075_retroinfer_ctx120000_bsz8_cr0p075_r1.txt
