context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.05,paper_default_5pct,1,5.267578125,5394.0,6.58447265625,13.023952095808383,36022.0,178.7400079806158,4.43101692199707,41416.0,38007.27880859375,40886.0,passed,success,raw_logs/opt_attempt_007_stream_low3_async_retroinfer_ctx120000_bsz8_cr0p05_r1.txt
