run_id,suite,method,model_name,task_name,context_len,batch_size,gen_len,round,seed,cache_ratio,cache_role,status,failure_class,returncode,duration_s,input_length,prefill_latency_s,decode_latency_s,decode_steps,decode_ms_per_step,decode_throughput_tokens_s,e2e_latency_s,avg_e2e_latency_s,request_throughput_req_s,output_throughput_tokens_s,torch_cuda_memory_allocated_mib,torch_cuda_memory_reserved_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,torch_cuda_peak_allocated_all_devices_mib,torch_cuda_peak_reserved_all_devices_mib,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_nominal_pages_per_layer,block_cache_nominal_bytes_per_layer,block_cache_residency_mode,block_cache_capacity_scale_spec,block_cache_active_layer_count,block_cache_layer_pages,block_cache_layer_capacity_scales,block_cache_layer_bytes,stream_only_layers_enabled,stream_only_layers_env,stream_only_layer_count,stream_only_layers,stream_only_mode,stream_only_wave_buffer_admission,async_cluster_id_copy_enabled,async_cluster_id_copy_env,async_cluster_id_copy_mode,async_cluster_id_copy_stream_count,async_cluster_id_copy_destination,async_cluster_id_copy_sync_point,async_cluster_id_copy_overlap_window,block_cache_total_mib,block_cache_percent_of_a100_80gb,peak_process_gpu_memory_mib,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,gpu_memory_sample_interval_s,gpu_memory_sample_count,gpu_memory_observed_process_count_peak,gpu_memory_sampler_error_count,gpu_memory_samples_path,log_path,error_summary
opt_attempt_007_stream_low3_async_retroinfer_ctx120000_bsz8_cr0p05_r1,opt_attempt_007_stream_low3_async,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,1,2025,0.05,paper_default_5pct,passed,success,0,371.01607394218445,119957,239.20183205604553,4.43101692199707,99,44.75774668683909,178.7400079806158,243.6328489780426,,,,28829.5791015625,29118.0,38007.27880859375,40886.0,38007.27880859375,40886.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,21576,172608,2,176750592,5656018944,5.267578125,744,195035136,all,default,29,"[744, 744, 0, 0, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 0, 744, 744, 744]","[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[195035136, 195035136, 0, 0, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 0, 195035136, 195035136, 195035136]",True,"2-3,28",3,"[2, 3, 28]",direct_fused_cluster_gather_from_list_kv,bypass_batch_access_lru_update_and_gpu_cache_scatter,True,1,separate_stream_d2h_non_blocking,1,pinned_cpu_cluster_ids,before_wave_buffer_batch_access,estimation_zone_gather_and_weighted_decoding,5394.0,6.58447265625,41416.0,13.023952095808383,36022.0,0.5,692,1,0,memory_samples/opt_attempt_007_stream_low3_async_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl,raw_logs/opt_attempt_007_stream_low3_async_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,
