suite,method,model_name,task_name,context_len,batch_size,gen_len,seed,cache_ratio,cache_role,total_runs,passed_runs,failed_runs,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_nominal_pages_per_layer,block_cache_nominal_bytes_per_layer,block_cache_residency_mode,block_cache_capacity_scale_spec,block_cache_active_layer_count,block_cache_layer_pages,block_cache_layer_capacity_scales,block_cache_layer_bytes,buffer_nprobe_multiplier,buffer_nprobe_multiplier_env,buffer_pages,buffer_min_pages,buffer_probe_pages,buffer_retrieval_clusters,execution_stride,block_cache_allocation_policy,block_cache_allocation_policy_env,block_cache_allocation_decision,block_cache_allocation_decision_reason,block_cache_free_memory_gib,block_cache_estimated_gpu_memory_gib,block_cache_preallocation_threshold_multiplier,block_cache_preallocation_threshold_gib,block_cache_auto_preallocate_before_prefill,block_cache_preallocated_before_prefill,block_cache_allocated_after_prefill,block_cache_allocation_prepare_cache_calls,block_cache_late_init_policy,block_cache_late_init_policy_env,block_cache_late_init_effective,block_cache_late_init_mode,block_cache_late_init_reason,block_cache_late_init_safety,block_cache_late_uninitialized_tensor_count,block_cache_late_uninitialized_bytes,block_cache_late_init_torch_deterministic_algorithms,block_cache_late_init_torch_fill_uninitialized_memory,stream_only_layers_enabled,stream_only_layers_env,stream_only_layer_count,stream_only_layers,stream_only_mode,stream_only_wave_buffer_admission,async_stream_only_gather_enabled,async_stream_only_gather_requested,async_stream_only_gather_env,async_stream_only_gather_disabled_reason,async_stream_only_gather_mode,async_stream_only_gather_stream_count,async_stream_only_gather_launch_count,async_stream_only_gather_eager_launch_count,async_stream_only_gather_cudagraph_launch_count,async_stream_only_gather_sync_count,async_stream_only_gather_pending_device_count,async_stream_only_gather_pending_layers,async_stream_only_gather_launch_elapsed_ms,async_stream_only_gather_wait_enqueue_elapsed_ms,async_stream_only_gather_sync_mode,async_stream_only_gather_launch_point,async_stream_only_gather_sync_point,async_stream_only_gather_overlap_window,async_stream_only_gather_last_sync_reason,async_stream_only_gather_uses_cuda_graph,async_stream_only_gather_split_cuda_graph,async_stream_only_gather_path_executed,async_cluster_id_copy_enabled,async_cluster_id_copy_env,async_cluster_id_copy_mode,async_cluster_id_copy_stream_count,async_cluster_id_copy_destination,async_cluster_id_copy_sync_point,async_cluster_id_copy_overlap_window,async_cache_admission_enabled,async_cache_admission_env,async_cache_admission_mode,async_cache_admission_stream_count,async_cache_admission_launch_count,async_cache_admission_sync_count,async_cache_admission_pending_device_count,async_cache_admission_pending_layers,async_cache_admission_launch_elapsed_ms,async_cache_admission_wait_enqueue_elapsed_ms,async_cache_admission_sync_mode,async_cache_admission_sync_point,async_cache_admission_overlap_window,async_cache_admission_last_sync_reason,async_cache_admission_uses_cuda_graph_update,index_metadata_staging_enabled,index_metadata_prefill_residency,index_metadata_prefill_residency_env,index_metadata_prefill_residency_effective,index_metadata_prefill_residency_reason,index_metadata_prefill_gpu_bytes,index_metadata_prefill_cpu_bytes,index_metadata_prefill_host_pinned_bytes,index_metadata_current_gpu_bytes,index_metadata_current_cpu_bytes,index_metadata_current_host_pinned_bytes,index_metadata_staged_layers_env,index_metadata_staged_layer_count,index_metadata_staged_layers,index_metadata_layer_bytes,index_metadata_nominal_persistent_gpu_bytes,index_metadata_persistent_gpu_bytes,index_metadata_stage_buffer_bytes,index_metadata_gpu_resident_bytes,index_metadata_gpu_bytes_saved_vs_nominal,index_metadata_host_pinned_bytes,index_metadata_stage_stream_count,index_metadata_stage_loaded_layers,index_metadata_stage_prefetch_count,index_metadata_stage_sync_count,index_metadata_stage_copy_bytes,index_metadata_stage_mode,index_metadata_stage_copy_mode,index_metadata_stage_sync_point,index_metadata_stage_prefetch_policy,index_metadata_cuda_graph_behavior,index_metadata_late_migration_policy,index_metadata_late_migration_policy_env,index_metadata_late_migration_enabled,index_metadata_late_migration_host_pinned,index_metadata_late_migration_non_blocking,index_metadata_late_migration_copy_mode,index_metadata_late_migration_sync_point,index_metadata_late_migration_stream_count,index_metadata_late_migration_copy_count,index_metadata_late_migration_copy_bytes,index_metadata_late_migration_source_cpu_bytes,index_metadata_late_migration_source_host_pinned_bytes,index_metadata_late_migration_sync_count,index_metadata_late_migration_elapsed_ms,index_metadata_late_migration_copy_launch_elapsed_ms,index_metadata_late_migration_sync_wait_ms,index_metadata_late_migration_prepare_window_elapsed_ms,index_metadata_late_migration_elapsed_scope,block_cache_total_mib,block_cache_percent_of_a100_80gb,round_decode_throughput_tokens_s,round_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s,stdev_decode_throughput_tokens_s,variance_decode_throughput_tokens_s,mean_decode_latency_s,mean_e2e_latency_s,mean_torch_cuda_peak_allocated_mib,mean_torch_cuda_peak_reserved_mib,mean_peak_process_gpu_memory_mib,max_peak_process_gpu_memory_mib,mean_block_cache_percent_of_peak_process_memory,mean_non_block_cache_peak_process_memory_mib
opt020_layer31_buffer_mult_2p5,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,2025,0.05,paper_default_5pct,1,1,0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,22506,180048,2,184369152,5899812864,5.49462890625,744,195035136,all,"1=0.75,2-3=0.75,25=0.75,28-29=0.75,31=0.75",32,"[744, 558, 558, 558, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 558, 744, 744, 558, 558, 744, 558]","[1.0, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.75, 0.75, 1.0, 0.75]","[195035136, 146276352, 146276352, 146276352, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 146276352, 195035136, 195035136, 146276352, 146276352, 195035136, 146276352]",2.5,2.5,670,64,670,134,5527,late,late,allocate_after_prefill,forced_late_after_prefill,56.38003921508789,13.165969848632812,1.5,19.74895477294922,True,False,True,1,uninitialized,uninitialized,True,uninitialized_empty,late_allocation_wave_buffer_miss_before_admission_write,WaveBufferCPU starts all clusters as cache misses and marks cache hits only after gather_copy_and_scatter writes admitted K/V blocks,64,5899812864,False,True,False,off,0,[],off,default_block_cache_admission,False,False,unset,env_unset_or_false,default_stream_inline,0,0,0,0,0,0,{},0.0,0.0,not_applicable,after_estimation_zone_before_weighted_flash_decoding,inline_gather_before_weighted_flash_decoding,none,none,False,False,False,True,1,separate_stream_d2h_non_blocking,1,pinned_cpu_cluster_ids,before_wave_buffer_batch_access,estimation_zone_gather_and_weighted_decoding,False,unset,default_stream_inline,0,0,0,0,{},0.0,0.0,not_applicable,inline_update_before_return,none,none,True,False,cpu,unset,cpu,late_pinned_cpu_metadata_until_prepare_cache,0,7847116800,7847116800,7847116800,0,0,off,0,[],"[245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400]",7847116800,7847116800,0,7847116800,0,0,0,{},0,0,0,persistent_gpu_metadata,none,none,off,default_persistent_metadata_graph_behavior,pinned_side_stream,pinned_side_stream,True,True,True,pinned_h2d_non_blocking_side_stream,after_allocate_computation_buffer_before_decode,1,128,7847116800,7847116800,7847116800,1,21.537865104619414,21.357056102715433,0.18080900190398097,590.2459130156785,host_copy_launch_plus_explicit_sync_wait_excludes_interleaved_prepare_allocations,5626.5,6.8682861328125,r1=195.265572,r1=29804.0,195.2655723042309,,,4.056014537811279,245.46155381202698,28966.70703125,29258.0,29804.0,29804.0,18.878338478056637,24177.5
