context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.05,paper_default_5pct,1,5.51806640625,5650.5,6.8975830078125,18.923308774279974,24209.5,194.76031296837553,4.066536903381348,29860.0,29025.98828125,29314.0,passed,success,raw_logs/opt034_c2_capacity_reallocation_retroinfer_ctx120000_bsz8_cr0p05_r1.txt
