candidate_id,rounds,raw_artifact_dir,returncode,status,all_outputs_contain_groundtruth,use_cuda_graph,block_cache_total_mib,peak_process_gpu_memory_mib,decode_tokens_per_s,e2e_generated_tokens_per_s,retention_decision,retention_reason
scratch_empty_buffer_2p75_layer31_0p75,1,attempts/opt_attempt_023_scratch_empty_buffer_2p75_layer31_screen/raw/scratch_empty_buffer_2p75_layer31_0p75_120k_b8_cr0p05_r1,0,passed,True,True,5626.5,29820.0,200.40665258946794,3.267888538164967,fail_one_round,e2e_regressed_vs_opt013
