context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.05,paper_default_5pct,1,5.40234375,5532.0,6.7529296875,13.321132729724523,35996.0,195.7594195285458,4.0457823276519775,41528.0,38132.56884765625,40998.0,passed,success,raw_logs/opt_attempt_005_low6_0p625_async_retroinfer_ctx120000_bsz8_cr0p05_r1.txt
