run_id,suite,method,model_name,task_name,context_len,batch_size,gen_len,round,seed,cache_ratio,cache_role,status,failure_class,returncode,duration_s,input_length,prefill_latency_s,decode_latency_s,decode_steps,decode_ms_per_step,decode_throughput_tokens_s,e2e_latency_s,avg_e2e_latency_s,request_throughput_req_s,output_throughput_tokens_s,torch_cuda_memory_allocated_mib,torch_cuda_memory_reserved_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,torch_cuda_peak_allocated_all_devices_mib,torch_cuda_peak_reserved_all_devices_mib,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_nominal_pages_per_layer,block_cache_nominal_bytes_per_layer,block_cache_residency_mode,block_cache_capacity_scale_spec,block_cache_active_layer_count,block_cache_layer_pages,block_cache_layer_capacity_scales,block_cache_layer_bytes,block_cache_total_mib,block_cache_percent_of_a100_80gb,peak_process_gpu_memory_mib,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,gpu_memory_sample_interval_s,gpu_memory_sample_count,gpu_memory_observed_process_count_peak,gpu_memory_sampler_error_count,gpu_memory_samples_path,log_path,error_summary
opt_attempt_002_layer1_scale0p50_retroinfer_ctx120000_bsz8_cr0p05_r1,opt_attempt_002_layer1_scale0p50,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,1,2025,0.05,paper_default_5pct,passed,success,0,375.3175251483917,119957,240.5458300113678,4.486492395401001,99,45.318105004050516,176.52988798373107,245.0323224067688,,,,29292.705078125,32298.0,38469.56884765625,41338.0,38469.56884765625,41338.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,23436,187488,2,191987712,6143606784,5.7216796875,744,195035136,all,1=0.50,32,"[744, 372, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744]","[1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[195035136, 97517568, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136]",5859.0,7.152099609375,41868.0,13.993981083404988,36009.0,0.5,699,1,0,memory_samples/opt_attempt_002_layer1_scale0p50_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl,raw_logs/opt_attempt_002_layer1_scale0p50_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,
