run_id,suite,method,model_name,task_name,context_len,batch_size,gen_len,round,seed,cache_ratio,cache_role,status,failure_class,returncode,duration_s,input_length,prefill_latency_s,decode_latency_s,decode_steps,decode_ms_per_step,decode_throughput_tokens_s,e2e_latency_s,avg_e2e_latency_s,request_throughput_req_s,output_throughput_tokens_s,torch_cuda_memory_allocated_mib,torch_cuda_memory_reserved_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,torch_cuda_peak_allocated_all_devices_mib,torch_cuda_peak_reserved_all_devices_mib,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_nominal_pages_per_layer,block_cache_nominal_bytes_per_layer,block_cache_residency_mode,block_cache_capacity_scale_spec,block_cache_active_layer_count,block_cache_layer_pages,block_cache_layer_capacity_scales,block_cache_layer_bytes,buffer_nprobe_multiplier,buffer_nprobe_multiplier_env,buffer_pages,buffer_min_pages,buffer_probe_pages,buffer_retrieval_clusters,execution_stride,block_cache_allocation_policy,block_cache_allocation_policy_env,block_cache_allocation_decision,block_cache_allocation_decision_reason,block_cache_free_memory_gib,block_cache_estimated_gpu_memory_gib,block_cache_preallocation_threshold_multiplier,block_cache_preallocation_threshold_gib,block_cache_auto_preallocate_before_prefill,block_cache_preallocated_before_prefill,block_cache_allocated_after_prefill,block_cache_allocation_prepare_cache_calls,stream_only_layers_enabled,stream_only_layers_env,stream_only_layer_count,stream_only_layers,stream_only_mode,stream_only_wave_buffer_admission,async_cluster_id_copy_enabled,async_cluster_id_copy_env,async_cluster_id_copy_mode,async_cluster_id_copy_stream_count,async_cluster_id_copy_destination,async_cluster_id_copy_sync_point,async_cluster_id_copy_overlap_window,index_metadata_staging_enabled,index_metadata_staged_layers_env,index_metadata_staged_layer_count,index_metadata_staged_layers,index_metadata_layer_bytes,index_metadata_nominal_persistent_gpu_bytes,index_metadata_persistent_gpu_bytes,index_metadata_stage_buffer_bytes,index_metadata_gpu_resident_bytes,index_metadata_gpu_bytes_saved_vs_nominal,index_metadata_host_pinned_bytes,index_metadata_stage_stream_count,index_metadata_stage_loaded_layers,index_metadata_stage_prefetch_count,index_metadata_stage_sync_count,index_metadata_stage_copy_bytes,index_metadata_stage_mode,index_metadata_stage_copy_mode,index_metadata_stage_sync_point,index_metadata_stage_prefetch_policy,index_metadata_cuda_graph_behavior,block_cache_total_mib,block_cache_percent_of_a100_80gb,peak_process_gpu_memory_mib,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,gpu_memory_sample_interval_s,gpu_memory_sample_count,gpu_memory_observed_process_count_peak,gpu_memory_sampler_error_count,gpu_memory_samples_path,log_path,error_summary
opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r1,opt010_late_allocation_low6_async_buffer3,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,1,2025,0.05,paper_default_5pct,passed,success,0,372.11485409736633,119957,240.6326515674591,3.9512836933135986,99,39.911956498117156,200.44118860415674,244.5839352607727,,,,29032.48681640625,29338.0,29049.98828125,29338.0,29049.98828125,29338.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,22692,181536,2,185892864,5948571648,5.5400390625,744,195035136,all,"1=0.75,2-3=0.75,25=0.75,28-29=0.75",32,"[744, 558, 558, 558, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 558, 744, 744, 558, 558, 744, 744]","[1.0, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.75, 0.75, 1.0, 1.0]","[195035136, 146276352, 146276352, 146276352, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 146276352, 195035136, 195035136, 146276352, 146276352, 195035136, 195035136]",3.0,3.0,804,64,804,134,6599,late,late,allocate_after_prefill,forced_late_after_prefill,56.38003921508789,13.244094848632812,1.5,19.86614227294922,True,False,True,1,False,off,0,[],off,default_block_cache_admission,True,1,separate_stream_d2h_non_blocking,1,pinned_cpu_cluster_ids,before_wave_buffer_batch_access,estimation_zone_gather_and_weighted_decoding,False,off,0,[],"[245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400]",7847116800,7847116800,0,7847116800,0,0,0,{},0,0,0,persistent_gpu_metadata,none,none,off,default_persistent_metadata_graph_behavior,5673.0,6.925048828125,29884.0,18.983402489626556,24211.0,0.5,694,1,0,memory_samples/opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl,raw_logs/opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,
opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r2,opt010_late_allocation_low6_async_buffer3,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,2,2025,0.05,paper_default_5pct,passed,success,0,374.9888195991516,119957,241.92388248443604,4.025833368301392,99,40.664983518195875,196.7294538904789,245.94971585273743,,,,29032.48681640625,29338.0,29049.98828125,29338.0,29049.98828125,29338.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,22692,181536,2,185892864,5948571648,5.5400390625,744,195035136,all,"1=0.75,2-3=0.75,25=0.75,28-29=0.75",32,"[744, 558, 558, 558, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 558, 744, 744, 558, 558, 744, 744]","[1.0, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.75, 0.75, 1.0, 1.0]","[195035136, 146276352, 146276352, 146276352, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 146276352, 195035136, 195035136, 146276352, 146276352, 195035136, 195035136]",3.0,3.0,804,64,804,134,6599,late,late,allocate_after_prefill,forced_late_after_prefill,56.38003921508789,13.244094848632812,1.5,19.86614227294922,True,False,True,1,False,off,0,[],off,default_block_cache_admission,True,1,separate_stream_d2h_non_blocking,1,pinned_cpu_cluster_ids,before_wave_buffer_batch_access,estimation_zone_gather_and_weighted_decoding,False,off,0,[],"[245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400]",7847116800,7847116800,0,7847116800,0,0,0,{},0,0,0,persistent_gpu_metadata,none,none,off,default_persistent_metadata_graph_behavior,5673.0,6.925048828125,29884.0,18.983402489626556,24211.0,0.5,699,1,0,memory_samples/opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r2.jsonl,raw_logs/opt010_late_allocation_low6_async_buffer3_retroinfer_ctx120000_bsz8_cr0p05_r2.txt,
