context_len,batch_size,cache_ratio,cache_role,passed_runs,failed_runs,block_cache_total_gib,block_cache_percent_of_a100_80gb,mean_block_cache_percent_of_peak_process_memory,mean_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s
120000,8,0.05,paper_default_5pct,1,0,5.494140625,6.86767578125,18.856415069044107,29836.0,180.40047574751537
