suite,method,model_name,task_name,context_len,batch_size,gen_len,seed,cache_ratio,cache_role,total_runs,passed_runs,failed_runs,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,round_decode_throughput_tokens_s,round_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s,stdev_decode_throughput_tokens_s,variance_decode_throughput_tokens_s,mean_decode_latency_s,mean_e2e_latency_s,mean_torch_cuda_peak_allocated_mib,mean_torch_cuda_peak_reserved_mib,mean_peak_process_gpu_memory_mib,max_peak_process_gpu_memory_mib,mean_block_cache_percent_of_peak_process_memory,mean_non_block_cache_peak_process_memory_mib
opt_attempt_001_layer_cache_residency_probe,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,2025,0.05,paper_default_5pct,1,1,0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,23808,190464,2,195035136.0,6241124352,5.8125,5952.0,7.265625,r1=193.946776,r1=41960.0,193.94677611656394,,,4.083594560623169,243.66090178489685,38564.56884765625,41430.0,41960.0,41960.0,14.184938036224976,36008.0
