run_id,suite,method,model_name,task_name,context_len,batch_size,gen_len,round,seed,cache_ratio,cache_role,status,failure_class,returncode,duration_s,input_length,prefill_latency_s,decode_latency_s,decode_steps,decode_ms_per_step,decode_throughput_tokens_s,e2e_latency_s,avg_e2e_latency_s,request_throughput_req_s,output_throughput_tokens_s,torch_cuda_memory_allocated_mib,torch_cuda_memory_reserved_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,torch_cuda_peak_allocated_all_devices_mib,torch_cuda_peak_reserved_all_devices_mib,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,peak_process_gpu_memory_mib,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,gpu_memory_sample_interval_s,gpu_memory_sample_count,gpu_memory_observed_process_count_peak,gpu_memory_sampler_error_count,gpu_memory_samples_path,log_path,error_summary
opt_attempt_001_layer_cache_residency_probe_retroinfer_ctx120000_bsz8_cr0p05_r1,opt_attempt_001_layer_cache_residency_probe,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,1,2025,0.05,paper_default_5pct,passed,success,0,371.09281158447266,119957,239.57730722427368,4.083594560623169,99,41.24842990528453,193.94677611656394,243.66090178489685,,,,29387.705078125,32390.0,38564.56884765625,41430.0,38564.56884765625,41430.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,23808,190464,2,195035136.0,6241124352,5.8125,5952.0,7.265625,41960.0,14.184938036224976,36008.0,0.5,693,1,0,memory_samples/opt_attempt_001_layer_cache_residency_probe_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl,raw_logs/opt_attempt_001_layer_cache_residency_probe_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,
