candidate_id,round,run_id,returncode,status,all_outputs_contain_groundtruth,use_cuda_graph,block_cache_total_mib,peak_process_gpu_memory_mib,decode_tokens_per_s,e2e_generated_tokens_per_s,memory_sample_lines,log_path,memory_samples
scratch_empty_layer31_0p75,1,opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r1,0,pass,True,True,5626.5,29836.0,200.31841974470063,3.277920322101806,709,attempts/opt_attempt_022_scratch_empty_layer31_recovery/raw/scratch_empty_layer31_0p75_120k_b8_cr0p05/raw_logs/opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,attempts/opt_attempt_022_scratch_empty_layer31_recovery/raw/scratch_empty_layer31_0p75_120k_b8_cr0p05/memory_samples/opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl
scratch_empty_layer31_0p75,2,opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r2,0,pass,True,True,5626.5,29836.0,196.02644096945815,3.2564255186413926,712,attempts/opt_attempt_022_scratch_empty_layer31_recovery/raw/scratch_empty_layer31_0p75_120k_b8_cr0p05/raw_logs/opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r2.txt,attempts/opt_attempt_022_scratch_empty_layer31_recovery/raw/scratch_empty_layer31_0p75_120k_b8_cr0p05/memory_samples/opt022_scratch_empty_layer31_0p75_retroinfer_ctx120000_bsz8_cr0p05_r2.jsonl
