candidate_id,multiplier,raw_artifact_dir,returncode,harness_status,all_outputs_contain_groundtruth,buffer_overflow_warning_count,block_cache_total_mib,peak_process_gpu_memory_mib,decode_tokens_per_s,e2e_generated_tokens_per_s,retention_decision,retention_reason
buffer_mult_2p75,2.75,attempts/opt_attempt_020_layer31_buffer_rightsize_latest_stack/raw/buffer_mult_2p75_120k_b8_cr0p05_r1,0,passed,True,0,5626.5,29820.0,197.7484594658934,3.269961421744432,fail_one_round,decode_regressed_vs_opt013
buffer_mult_2p5,2.5,attempts/opt_attempt_020_layer31_buffer_rightsize_latest_stack/raw/buffer_mult_2p5_120k_b8_cr0p05_r1,0,passed,True,0,5626.5,29804.0,195.2655723042309,3.2591662016962353,fail_one_round,"decode_regressed_vs_opt013,e2e_regressed_vs_opt013"
