context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.05,paper_default_5pct,1,5.60888671875,5743.5,7.0111083984375,13.758863549252586,36000.5,192.1092373632477,4.122654438018799,41744.0,38348.56884765625,41214.0,passed,success,raw_logs/opt_attempt_003_low3_0p75_secondary_0p875_retroinfer_ctx120000_bsz8_cr0p05_r1.txt
