context_len,batch_size,cache_ratio,cache_role,passed_runs,failed_runs,block_cache_total_gib,block_cache_percent_of_a100_80gb,mean_block_cache_percent_of_peak_process_memory,mean_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s
30000,1,0.05,paper_default_5pct,1,0,0.0458984375,0.057373046875,0.23933190752622466,19638.0,18.862784760989534
