context_len,batch_size,cache_ratio,cache_role,passed_runs,failed_runs,block_cache_total_gib,block_cache_percent_of_a100_80gb,mean_block_cache_percent_of_peak_process_memory,mean_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s
120000,8,0.05,paper_default_5pct,1,0,5.40234375,6.7529296875,13.321132729724523,41528.0,195.7594195285458
