context_len,batch_size,cache_ratio,cache_role,passed_runs,failed_runs,block_cache_total_gib,block_cache_percent_of_a100_80gb,mean_block_cache_percent_of_peak_process_memory,mean_peak_process_gpu_memory_mib,mean_decode_throughput_tokens_s
120000,8,0.05,paper_default_5pct,2,0,5.5400390625,6.925048828125,18.96690070210632,29910.0,200.70397516258865
