run_id,suite,method,model_name,task_name,context_len,batch_size,gen_len,round,seed,cache_ratio,cache_role,status,failure_class,returncode,duration_s,input_length,prefill_latency_s,decode_latency_s,decode_steps,decode_ms_per_step,decode_throughput_tokens_s,e2e_latency_s,avg_e2e_latency_s,request_throughput_req_s,output_throughput_tokens_s,torch_cuda_memory_allocated_mib,torch_cuda_memory_reserved_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,torch_cuda_peak_allocated_all_devices_mib,torch_cuda_peak_reserved_all_devices_mib,block_cache_source,block_cache_ratio,block_cache_index_clusters,block_cache_retrieval_clusters,block_cache_clusters_per_layer,block_cache_pages_per_cluster,block_cache_pages_per_layer,block_cache_page_size_vectors,block_cache_vectors_per_layer,block_cache_layer_count,block_cache_total_pages,block_cache_total_vectors,block_cache_dtype_bytes,block_cache_bytes_per_layer,block_cache_total_bytes,block_cache_total_gib,block_cache_nominal_pages_per_layer,block_cache_nominal_bytes_per_layer,block_cache_residency_mode,block_cache_capacity_scale_spec,block_cache_active_layer_count,block_cache_layer_pages,block_cache_layer_capacity_scales,block_cache_layer_bytes,buffer_nprobe_multiplier,buffer_nprobe_multiplier_env,buffer_pages,buffer_min_pages,buffer_probe_pages,buffer_retrieval_clusters,execution_stride,block_cache_allocation_policy,block_cache_allocation_policy_env,block_cache_allocation_decision,block_cache_allocation_decision_reason,block_cache_free_memory_gib,block_cache_estimated_gpu_memory_gib,block_cache_preallocation_threshold_multiplier,block_cache_preallocation_threshold_gib,block_cache_auto_preallocate_before_prefill,block_cache_preallocated_before_prefill,block_cache_allocated_after_prefill,block_cache_allocation_prepare_cache_calls,block_cache_late_init_policy,block_cache_late_init_policy_env,block_cache_late_init_effective,block_cache_late_init_mode,block_cache_late_init_reason,block_cache_late_init_safety,block_cache_late_uninitialized_tensor_count,block_cache_late_uninitialized_bytes,block_cache_late_init_torch_deterministic_algorithms,block_cache_late_init_torch_fill_uninitialized_memory,stream_only_layers_enabled,stream_only_layers_env,stream_only_layer_count,stream_only_layers,stream_only_mode,stream_only_wave_buffer_admission,async_cluster_id_copy_enabled,async_cluster_id_copy_env,async_cluster_id_copy_mode,async_cluster_id_copy_stream_count,async_cluster_id_copy_destination,async_cluster_id_copy_sync_point,async_cluster_id_copy_overlap_window,index_metadata_staging_enabled,index_metadata_prefill_residency,index_metadata_prefill_residency_env,index_metadata_prefill_residency_effective,index_metadata_prefill_residency_reason,index_metadata_prefill_gpu_bytes,index_metadata_prefill_cpu_bytes,index_metadata_prefill_host_pinned_bytes,index_metadata_current_gpu_bytes,index_metadata_current_cpu_bytes,index_metadata_current_host_pinned_bytes,index_metadata_staged_layers_env,index_metadata_staged_layer_count,index_metadata_staged_layers,index_metadata_layer_bytes,index_metadata_nominal_persistent_gpu_bytes,index_metadata_persistent_gpu_bytes,index_metadata_stage_buffer_bytes,index_metadata_gpu_resident_bytes,index_metadata_gpu_bytes_saved_vs_nominal,index_metadata_host_pinned_bytes,index_metadata_stage_stream_count,index_metadata_stage_loaded_layers,index_metadata_stage_prefetch_count,index_metadata_stage_sync_count,index_metadata_stage_copy_bytes,index_metadata_stage_mode,index_metadata_stage_copy_mode,index_metadata_stage_sync_point,index_metadata_stage_prefetch_policy,index_metadata_cuda_graph_behavior,index_metadata_late_migration_policy,index_metadata_late_migration_policy_env,index_metadata_late_migration_enabled,index_metadata_late_migration_host_pinned,index_metadata_late_migration_non_blocking,index_metadata_late_migration_copy_mode,index_metadata_late_migration_sync_point,index_metadata_late_migration_stream_count,index_metadata_late_migration_copy_count,index_metadata_late_migration_copy_bytes,index_metadata_late_migration_source_cpu_bytes,index_metadata_late_migration_source_host_pinned_bytes,index_metadata_late_migration_sync_count,index_metadata_late_migration_elapsed_ms,index_metadata_late_migration_copy_launch_elapsed_ms,index_metadata_late_migration_sync_wait_ms,index_metadata_late_migration_prepare_window_elapsed_ms,index_metadata_late_migration_elapsed_scope,block_cache_total_mib,block_cache_percent_of_a100_80gb,peak_process_gpu_memory_mib,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,gpu_memory_sample_interval_s,gpu_memory_sample_count,gpu_memory_observed_process_count_peak,gpu_memory_sampler_error_count,gpu_memory_samples_path,log_path,error_summary
opt014_all6_0p625_latest_stack_retroinfer_ctx120000_bsz8_cr0p05_r1,opt014_all6_0p625_latest_stack,RetroInfer,gradientai/Llama-3-8B-Instruct-Gradient-1048k,NIAH,120000,8,100,1,2025,0.05,paper_default_5pct,passed,success,0,379.12877106666565,119957,240.656888961792,4.052047967910767,99,40.92977745364411,195.45671874372078,244.70893692970276,,,,28888.48681640625,29194.0,28905.98828125,29194.0,28905.98828125,29194.0,cache_ratio,0.05,7440,134,372,2,744,8,5952,32,22128,177024,2,181272576,5800722432,5.40234375,744,195035136,all,"1=0.625,2-3=0.625,25=0.625,28-29=0.625",32,"[744, 464, 464, 464, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 744, 464, 744, 744, 464, 464, 744, 744]","[1.0, 0.6236559139784946, 0.6236559139784946, 0.6236559139784946, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6236559139784946, 1.0, 1.0, 0.6236559139784946, 0.6236559139784946, 1.0, 1.0]","[195035136, 121634816, 121634816, 121634816, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 195035136, 121634816, 195035136, 195035136, 121634816, 121634816, 195035136, 195035136]",3.0,3.0,804,64,804,134,6599,late,late,allocate_after_prefill,forced_late_after_prefill,56.38003921508789,13.106399536132812,1.5,19.65959930419922,True,False,True,1,uninitialized,uninitialized,True,uninitialized_empty,late_allocation_wave_buffer_miss_before_admission_write,WaveBufferCPU starts all clusters as cache misses and marks cache hits only after gather_copy_and_scatter writes admitted K/V blocks,64,5800722432,False,True,False,off,0,[],off,default_block_cache_admission,True,1,separate_stream_d2h_non_blocking,1,pinned_cpu_cluster_ids,before_wave_buffer_batch_access,estimation_zone_gather_and_weighted_decoding,False,cpu,unset,cpu,late_pinned_cpu_metadata_until_prepare_cache,0,7847116800,7847116800,7847116800,0,0,off,0,[],"[245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400, 245222400]",7847116800,7847116800,0,7847116800,0,0,0,{},0,0,0,persistent_gpu_metadata,none,none,off,default_persistent_metadata_graph_behavior,pinned_side_stream,pinned_side_stream,True,True,True,pinned_h2d_non_blocking_side_stream,after_allocate_computation_buffer_before_decode,1,128,7847116800,7847116800,7847116800,1,22.249367961194366,22.052098967833444,0.19726899336092174,589.9205619934946,host_copy_launch_plus_explicit_sync_wait_excludes_interleaved_prepare_allocations,5532.0,6.7529296875,29740.0,18.601210490921318,24208.0,0.5,706,1,0,memory_samples/opt014_all6_0p625_latest_stack_retroinfer_ctx120000_bsz8_cr0p05_r1.jsonl,raw_logs/opt014_all6_0p625_latest_stack_retroinfer_ctx120000_bsz8_cr0p05_r1.txt,
