context_len,batch_size,cache_ratio,cache_role,round,block_cache_total_gib,block_cache_total_mib,block_cache_percent_of_a100_80gb,block_cache_percent_of_peak_process_memory,non_block_cache_peak_process_memory_mib,decode_throughput_tokens_s,decode_latency_s,peak_process_gpu_memory_mib,torch_cuda_peak_allocated_mib,torch_cuda_peak_reserved_mib,status,failure_class,log_path
120000,8,0.05,paper_default_5pct,1,5.40234375,5532.0,6.7529296875,18.601210490921318,24208.0,195.45671874372078,4.052047967910767,29740.0,28905.98828125,29194.0,passed,success,raw_logs/opt014_all6_0p625_latest_stack_retroinfer_ctx120000_bsz8_cr0p05_r1.txt
