candidate_id,role,rounds,capacity_spec,raw_artifact_dir,block_cache_total_mib,peak_process_gpu_memory_mib,decode_tokens_per_s,e2e_generated_tokens_per_s,decision,reason
c1_layer31_0p8125_screen,one_round_screen_primary,1,"1=0.75,2-3=0.75,25=0.75,28-29=0.75,31=0.8125",attempts/opt_attempt_030_scratch_buffer_layer31_capacity_recovery/raw/c1_layer31_0p8125_120k_b8_cr0p05_r1,5638.0,29832.0,200.10418584747381,3.2707178669599775,screen_passed_confirm_required,all_one_round_gates_passed
c1_layer31_0p8125_confirm2,exact_two_round_confirmation_after_screen_pass,2,"1=0.75,2-3=0.75,25=0.75,28-29=0.75,31=0.8125",attempts/opt_attempt_030_scratch_buffer_layer31_capacity_recovery/raw/c1_layer31_0p8125_confirm2_120k_b8_cr0p05_r2,5638.0,29832.0,189.16912449933682,3.2571616013057842,fail_confirmation,"decode_no_worse_than_opt013,e2e_no_worse_than_opt013"
c2_layer31_0p875_screen,fallback_screen_after_c1_confirmation_failed,1,"1=0.75,2-3=0.75,25=0.75,28-29=0.75,31=0.875",attempts/opt_attempt_030_scratch_buffer_layer31_capacity_recovery/raw/c2_layer31_0p875_120k_b8_cr0p05_r1,5650.0,29844.0,198.64627585859236,3.2616028323412225,fail_one_round,e2e_no_worse_than_opt013
